Year,Date,Setlist
1969,12/05/69,me and my uncle:casey jones:black peter:mama tried:it hurts me too:cumberland blues:cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:dancin' in the streets:dire wolf:china cat sunflower:i know you rider:high time:uncle john's band:the main ten:it's all over now baby blue:
1969,12/07/69,black peter:hard to handle:cumberland blues:mama tried:easy wind:dancin' in the streets:good lovin':drums:good lovin':china cat sunflower:i know you rider:st. stephen:the eleven:turn on your love light:
1969,12/10/69,china cat sunflower:i know you rider:black peter:me and my uncle:cold rain and snow:mama tried:high time:easy wind:dire wolf:casey jones:good morning little school girl:morning dew:black queen:turn on your love light:
1969,12/11/69,black peter:me and my uncle:hard to handle:dark star:st. stephen:the eleven:cumberland blues:morning dew:next time you see me:sitting on top of the world:beat it on down the line:big boss man:good lovin':drums:good lovin':high time:dancin' in the streets:easy wind:cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:
1969,12/12/69,cold rain and snow:me and my uncle:easy wind:cumberland blues:black peter:next time you see me:china cat sunflower:i know you rider:turn on your love light:hard to handle:casey jones:mama tried:high time:dire wolf:good lovin':drums:good lovin':i'm a king bee:uncle john's band:he was a friend of mine:alligator:drums:alligator:caution (do not stop on tracks):and we bid you goodnight:
1969,12/13/69,casey jones:hard to handle:black peter:mama tried:china cat sunflower:i know you rider:high time:good lovin':drums:good lovin':cumberland blues:st. stephen:turn on your love light:
1969,12/19/69,monkey and the engineer:little sadie:long black limousine:i've been all around this world:mason's children:china cat sunflower:i know you rider:black peter:hard to handle:cumberland blues:casey jones:good lovin':drums:good lovin':cryptical envelopment:drums:the other one:cryptical envelopment:uncle john's band:turn on your love light:
1969,12/20/69,mason's children:china cat sunflower:i know you rider:high time:me and my uncle:hard to handle:cumberland blues:black peter:dark star:st. stephen:the eleven:new speedway boogie:
1969,12/21/69,smokestack lightning:new speedway boogie:mama tried:dire wolf:mason's children:china cat sunflower:i know you rider:black peter:not fade away:uncle john's band:high time:good lovin':drums:good lovin':cryptical envelopment:drums:the other one:cryptical envelopment:cumberland blues:
1969,12/26/69,monkey and the engineer:little sadie:long black limousine:i've been all around this world:the master's bouquet:black peter:uncle john's band:casey jones:hard to handle:cold rain and snow:china cat sunflower:jam:i know you rider:high time:me and my uncle:dark star:new speedway boogie:turn on your love light:
1969,12/28/69,black peter:me and my uncle:china cat sunflower:i know you rider:high time:cumberland blues:good lovin':drums:good lovin':cold rain and snow:hard to handle:mason's children:turn on your love light:
1969,12/29/69,mama tried:black peter:easy wind:me and my uncle:china cat sunflower:i know you rider:high time:hard to handle:mason's children:cumberland blues:casey jones:good lovin':drums:good lovin':
1969,12/30/69,good lovin':drums:good lovin':mama tried:new speedway boogie:casey jones:black peter:me and my uncle:midnight hour:cumberland blues:cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:uncle john's band:mason's children:china cat sunflower:i know you rider:dark star:alligator:drums:the eleven:alligator:and we bid you goodnight:
1969,12/31/69,china cat sunflower:i know you rider:mama tried:next time you see me:cold rain and snow:black peter:hard to handle:me and my uncle:mason's children:dire wolf:uncle john's band:alligator:drums:good lovin':the eleven:high time:cumberland blues:big boy pete:not fade away:seasons:the race is on:silver threads:slewfoot:dancin' in the streets:
1970,01/02/70,mason's children:casey jones:black peter:mama tried:hard to handle:cumberland blues:cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:
1970,01/02/70,uncle john's band:high time:dire wolf:easy wind:china cat sunflower:i know you rider:good lovin':me and my uncle:monkey and the engineer:dark star:st. stephen:the eleven:turn on your love light:
1970,01/03/70,morning dew:me and my uncle:hard to handle:cumberland blues:cold rain and snow:alligator:drums:jam:and we bid you goodnight jam:jam:alligator reprise:caution (do not stop on tracks):jam:feedback:casey jones:mama tried:big boss man:china cat sunflower:i know you rider:cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:uncle john's band:mason's children:black peter:dire wolf:good lovin':drums:good lovin':dancin' in the streets:st. stephen:midnight hour:
1970,01/10/70,china cat sunflower:i know you rider:me and my uncle:dire wolf:hard to handle:casey jones:mason's children:black peter:good lovin':drums:good lovin':cold rain and snow:turn on your love light:
1970,01/16/70,casey jones:mama tried:black peter:hard to handle:china cat sunflower:i know you rider:high time:good lovin':drums:good lovin':dancin' in the streets:alligator:drums:the eleven jam:death don't have no mercy:cumberland blues:me and my uncle:dire wolf:uncle john's band:easy wind:cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:
1970,01/17/70,dire wolf:china cat sunflower:i know you rider:hard to handle:cumberland blues:me and my uncle:black peter:good lovin':drums:good lovin':mason's children:high time:dark star:st. stephen:the eleven:turn on your love light:
1970,01/18/70,mama tried:cold rain and snow:big boss man:mason's children:black peter:dancin' in the streets:me and my uncle:good lovin':drums:good lovin':china cat sunflower:i know you rider:turn on your love light:
1970,01/23/70,china cat sunflower:jam:i know you rider:black peter:yellow dog story:hard to handle:mama tried:dire wolf:good lovin':drums:good lovin':cryptical envelopment:drums:the other one:cryptical envelopment:dark star:st. stephen:turn on your love light:
1970,01/24/70,cumberland blues:cold rain and snow:
1970,01/29/70,baba o'riley:
1970,01/30/70,casey jones:me and my uncle:black peter:hard to handle:china cat sunflower:jam:i know you rider:high time:cumberland blues:easy wind:mama tried:good lovin':drums:good lovin':cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:
1970,01/31/70,cold rain and snow:mama tried:dire wolf:big boss man:morning dew:mason's children:me and my uncle:hard to handle:long black limousine:seasons:saw mill:bound in memories:the race is on:black peter:little sadie:i've been all around this world:katie mae:cumberland blues:
1970,02/01/70,cryptical envelopment:drums:the other one:turn on your love light:
1970,02/02/70,cumberland blues:dark star:st. stephen:mason's children:turn on your love light:
1970,02/04/70,cold rain and snow:hard to handle:black peter:me and my uncle:china cat sunflower:i know you rider:
1970,02/05/70,china cat sunflower:i know you rider:big boss man:black peter:mason's children:the eleven:not fade away:cumberland blues:uncle john's band:
1970,02/06/70,cumberland blues:cold rain and snow:dire wolf:me and my uncle:hard to handle:uncle john's band:dancin' in the streets:casey jones:mama tried:good lovin':drums:good lovin':high time:cryptical envelopment:drums:the other one:cryptical envelopment:the eleven:black peter:turn on your love light:
1970,02/07/70,green green grass of home:saw mill:seasons:china cat sunflower:i know you rider:high time:big boss man:me and my uncle:cold rain and snow:uncle john's band:black peter:good lovin':
1970,02/07/70,green green grass of home:saw mill:seasons:china cat sunflower:i know you rider:high time:big boss man:me and my uncle:hard to handle:cold rain and snow:uncle john's band:black peter:
1970,02/08/70,smokestack lightning:morning dew:dire wolf:me and my uncle:sitting on top of the world:china cat sunflower:i know you rider:it hurts me too:seasons:the race is on:big boss man:black peter:dark star:st. stephen:not fade away:st. stephen:turn on your love light:
1970,02/11/70,not fade away:cumberland blues:cold rain and snow:high time:me and my uncle:dark star:spanish jam:turn on your love light:uncle john's band:
1970,02/12/70,cold rain and snow:beat it on down the line:good lovin':drums:good lovin':mama tried:black peter:hard to handle:st. stephen:not fade away:casey jones::
1970,02/13/70,china cat sunflower:i know you rider:me and my uncle:dire wolf:smokestack lightning:monkey and the engineer:little sadie:wake up little susie:black peter:uncle john's band:katie mae:dark star:cryptical envelopment:drums:the other one:cryptical envelopment:turn on your love light:and we bid you goodnight:
1970,02/14/70,casey jones:mama tried:hard to handle:monkey and the engineer:dark hollow:i've been all around this world:wake up little susie:black peter:uncle john's band:katie mae:dancin' in the streets:china cat sunflower:i know you rider:high time:dire wolf:alligator:drums:me and my uncle:not fade away:mason's children:caution (do not stop on tracks):and we bid you goodnight:
1970,02/23/70,i know you rider:high time:dire wolf:yellow dog story:monkey and the engineer:little sadie:me and my uncle:black peter:seasons:uncle john's band:not fade away:mason's children::
1970,02/28/70,turn on your love light:me and my uncle:cumberland blues:monkey and the engineer:little sadie:black peter:china cat sunflower:i know you rider:high time:dire wolf:good lovin':drums:good lovin':big boss man:casey jones:alligator:drums:the other one:mason's children:turn on your love light:uncle john's band:
1970,03/01/70,new speedway boogie:casey jones:big boy pete:morning dew:hard to handle:me and my uncle:cryptical envelopment:drums:the other one:cryptical envelopment:black peter:beat it on down the line:dire wolf:good lovin':drums:good lovin':cumberland blues:i'm a king bee:china cat sunflower:i know you rider:uncle john's band:dancin' in the streets:it's all over now baby blue:
1970,03/07/70,cold rain and snow:china cat sunflower:i know you rider:high time:dire wolf:hard to handle:been all around this world:me and my uncle:black peter:katie mae:wake me shake me:not fade away:turn on your love light:
1970,03/08/70,black peter:china cat sunflower:i know you rider:high time:dire wolf:not fade away:drums:good lovin':the other one:not fade away:turn on your love light:
1970,03/17/70,dark star:drums:turn on your love light:
1970,03/20/70,casey jones:me and my uncle:china cat sunflower:i know you rider:hard to handle:deep elem blues:friend of the devil:don't ease me in:black peter:uncle john's band:katie mae:good lovin':drums:not fade away:good lovin':viola lee blues:high time:turn on your love light:and we bid you goodnight:
1970,03/20/70,cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:minglewood blues:
1970,03/21/70,walkin' the dog:me and my uncle:death don't have no mercy:good lovin':drums:good lovin':dire wolf:big boss man:he was a friend of mine:viola lee blues:the seven:cumberland blues:
1970,03/24/70,morning dew:mama tried:drums:good lovin':don't ease me in:cold rain and snow:high time:dark star:the other one:st. stephen:drums:not fade away:turn on your love light:me and my uncle:
1970,04/03/70,casey jones:china cat sunflower:i know you rider:hard to handle:dancin' in the streets:me and my uncle:friend of the devil:deep elem blues:candyman:wake up little susie:black peter:uncle john's band:katie mae:good lovin':drums:good lovin':cryptical envelopment:drums:the other one:cryptical envelopment:cosmic charlie:not fade away:turn on your love light:and we bid you goodnight:
